3,12
4,20
15,7
17,16
12,31
0,30
21,16
14,18
27,21
26,4
10,29
3,0
9,1
19,31
2,20
28,22
3,28
2,14
4,1
25,20
11,4
16,17
12,18
15,29
20,24
29,16
8,25
5,25
10,30
25,18
28,14
23,19
8,30
11,6
31,10
22,27
0,4
14,29
27,12
6,5
23,2
15,14
17,24
30,8
6,11
18,19
12,0
26,25
8,4
7,9
15,13
20,8
1,9
11,8
27,18
10,25
24,6
11,2
24,23
4,16
1,3
13,14
3,7
0,22
0,16
6,7
15,24
17,29
1,11
22,12
22,5
1,0
31,30
26,13
14,20
19,18
18,5
5,15
4,28
28,18
2,11
21,19
25,27
7,1
8,0
0,27
3,16
17,4
21,20
13,17
10,0
14,5
25,31
12,20
2,18
3,30
19,22
9,29
7,12
0,8
24,31
17,26
21,14
24,13
1,27
1,8
1,6
29,25
19,8
13,4
2,25
5,26
30,25
31,29
7,10
7,17
3,8
27,14
0,23
27,5
23,28
11,25
18,13
25,16
31,9
23,29
11,16
3,24
30,15
18,8
23,10
0,1
7,6
18,24
17,21
11,23
28,30
22,2
20,10
18,17
1,22
22,11
30,0
27,25
31,25
23,27
24,26
25,28
29,4
15,0
5,27
21,2
0,7
26,29
15,21
31,28
7,22
7,8
23,3
9,4
