10,17
23,39
1,5
49,51
11,24
35,25
38,34
56,6
24,31
6,10
3,58
33,57
58,11
14,17
19,30
58,29
61,54
44,24
20,17
57,22
51,46
55,32
10,13
52,31
48,54
39,59
58,60
38,3
12,3
26,16
47,0
48,37
36,0
18,26
56,44
22,58
25,11
53,41
40,8
62,10
15,54
11,31
21,17
53,50
48,7
4,52
26,54
41,37
38,56
48,51
21,29
48,38
36,55
5,59
41,28
0,15
30,39
28,63
61,0
52,14
13,29
52,7
59,9
14,35
44,37
46,44
18,44
47,35
61,59
15,32
53,16
32,56
5,17
1,35
25,17
13,30
12,16
18,15
59,0
5,40
30,15
51,13
24,33
59,57
12,29
59,30
51,44
8,11
43,61
34,19
18,13
39,44
20,37
6,21
1,36
55,60
35,62
41,30
14,5
60,48
56,39
49,62
11,57
31,18
57,51
39,23
16,59
41,62
14,38
56,33
54,60
12,38
35,59
55,39
29,31
27,15
42,33
25,7
38,61
13,19
22,57
56,54
58,35
61,29
33,26
17,59
1,16
45,48
7,13
5,47
44,55
62,32
9,18
28,3
44,3
57,23
43,25
61,58
56,13
54,9
55,42
12,40
0,32
55,61
60,63
36,22
15,41
62,2
5,16
13,37
32,26
30,41
52,2
56,34
53,60
19,55
60,13
46,63
26,18
2,31
45,3
52,51
48,57
14,48
23,46
28,4
3,12
19,9
47,23
5,58
14,42
59,6
32,21
25,20
0,23
46,6
23,6
8,0
15,49
13,36
10,3
7,32
21,42
0,43
23,57
15,11
14,11
49,27
61,42
27,11
30,47
15,40
30,42
46,30
9,3
13,59
4,34
10,53
58,13
33,47
24,16
58,56
61,34
5,20
44,5
9,0
5,46
57,48
51,38
9,27
38,48
63,57
4,44
13,12
27,59
30,29
27,36
47,8
2,55
32,58
23,48
11,58
27,29
20,38
61,3
1,0
13,63
13,41
51,41
55,43
33,61
32,61
6,61
21,3
4,17
42,21
37,49
8,1
9,4
7,19
35,10
0,19
38,55
28,16
57,32
49,28
50,27
15,24
2,34
21,50
45,57
10,43
62,17
56,43
59,62
15,0
43,31
23,56
63,27
35,39
56,29
18,53
23,28
40,6
10,23
21,24
15,26
24,47
40,48
45,41
13,5
35,40
43,32
52,18
18,28
14,52
2,9
17,19
48,13
52,55
53,24
22,33
44,59
44,43
43,40
39,56
12,39
63,44
54,22
46,48
63,1
28,21
1,41
27,57
48,4
20,47
42,4
1,26
16,28
29,26
21,1
25,43
20,45
17,9
39,42
62,25
53,13
45,4
11,1
47,5
19,37
48,56
17,36
2,21
8,27
9,58
43,0
52,45
12,32
40,54
13,52
44,41
52,61
24,23
25,5
26,3
63,19
46,7
42,45
21,55
48,27
4,1
19,46
25,23
14,1
18,17
1,12
35,37
59,24
23,9
62,28
1,11
47,44
45,51
50,44
11,52
26,56
31,24
21,20
1,52
20,53
1,2
1,47
17,27
32,22
22,27
57,26
54,26
42,34
48,19
49,52
8,33
11,28
45,30
14,44
54,27
19,38
46,2
47,28
47,24
36,21
50,0
25,51
37,1
8,19
62,8
55,53
41,29
27,2
21,56
41,56
23,3
22,7
38,41
