44,37
76,18
62,47
46,41
127,30
14,67
76,40
93,85
84,20
80,22
4,102
110,63
67,62
103,15
96,126
39,19
72,43
43,36
125,22
19,49
67,59
121,63
29,105
2,45
119,35
50,61
37,71
5,80
12,109
59,113
31,18
115,21
14,118
123,33
57,66
103,45
107,110
96,8
69,98
63,124
120,91
91,83
56,17
30,25
109,23
95,36
43,2
107,82
100,77
101,18
92,124
81,38
94,0
107,39
46,91
61,73
62,4
112,96
36,13
99,35
76,3
122,48
106,22
57,81
51,121
17,126
77,12
121,35
4,57
65,35
62,27
35,28
49,102
28,109
83,3
122,117
18,122
53,30
70,21
2,26
100,67
38,109
116,58
8,44
69,96
11,4
95,108
26,125
57,72
5,0
44,58
11,24
40,68
56,117
38,73
113,54
93,112
77,104
57,78
9,63
112,82
120,20
74,117
62,116
83,36
23,124
63,18
116,41
42,61
113,120
43,44
8,75
45,117
4,15
122,3
56,28
25,22
112,92
90,11
40,48
47,94
124,15
61,109
96,113
51,127
17,107
91,4
76,27
111,31
61,70
45,97
58,64
45,88
49,12
115,72
95,69
65,56
67,60
46,48
83,99
124,66
109,106
39,71
16,39
58,107
76,59
102,108
119,115
85,30
34,108
60,51
75,123
48,57
85,75
58,100
53,72
45,14
109,60
55,124
62,56
55,99
25,54
78,42
88,124
57,114
43,68
94,84
85,25
36,105
24,4
8,16
109,104
110,107
121,43
52,43
61,22
13,14
13,127
13,37
67,37
0,91
52,91
0,51
99,105
71,81
117,47
65,60
101,11
101,98
121,125
70,93
117,9
101,116
14,93
74,101
33,52
83,98
37,122
75,89
95,49
62,120
84,19
12,113
4,121
61,122
85,123
20,24
78,89
103,30
5,26
46,112
91,114
89,13
102,105
103,77
47,58
52,103
30,121
18,53
50,121
28,60
117,109
71,103
48,77
58,19
91,124
96,80
87,39
59,102
96,112
123,23
61,76
79,36
57,41
123,19
87,85
43,46
66,27
6,79
3,47
7,91
118,76
8,13
127,27
32,117
121,87
47,64
111,47
55,57
15,107
110,16
17,90
34,76
122,90
47,69
117,127
64,81
80,45
58,21
49,65
26,101
44,79
47,42
21,45
19,54
39,60
118,72
126,74
75,15
28,88
45,6
32,85
94,58
111,95
22,82
44,99
26,76
100,6
17,9
8,68
19,12
33,87
4,127
63,91
32,118
50,47
86,120
125,30
90,60
8,63
118,48
21,25
33,63
117,11
82,84
124,108
22,26
50,110
97,7
75,72
33,24
90,20
25,94
65,117
109,57
108,126
121,100
63,79
103,49
76,1
1,22
74,69
67,105
66,71
53,104
12,89
120,124
122,77
30,63
83,34
63,59
3,100
72,117
16,77
23,42
80,48
69,88
