11,61
249,254
177,2
196,142
115,169
76,192
183,139
210,234
77,207
51,126
174,153
84,222
129,127
194,114
100,61
154,249
232,169
167,28
221,233
203,73
209,227
160,190
211,245
94,228
125,230
0,223
49,29
162,99
162,17
46,201
150,1
55,98
235,229
37,11
216,164
147,1
118,135
245,247
127,238
126,102
85,66
65,37
70,42
150,57
14,2
191,238
157,137
203,39
27,217
187,242
42,157
228,95
107,126
148,147
67,222
248,24
223,201
61,119
117,40
246,9
205,56
190,10
1,59
30,239
129,110
177,249
89,58
133,11
183,174
197,185
167,45
149,161
34,100
62,254
71,127
139,122
232,157
115,68
72,129
247,99
35,138
78,74
239,229
64,172
98,1
208,145
52,67
29,170
38,252
138,225
67,152
29,53
102,24
37,197
252,194
32,42
11,22
219,10
116,5
219,234
117,94
252,68
113,137
88,218
244,119
106,73
242,217
116,225
79,144
29,180
164,101
95,237
65,251
160,100
110,1
31,111
247,172
146,250
231,101
14,218
147,191
38,94
218,171
87,39
172,239
164,58
201,212
125,84
203,31
229,126
103,67
212,224
240,213
28,64
6,81
11,186
6,71
133,119
143,175
132,28
0,127
242,118
66,6
179,108
242,128
230,50
194,232
104,192
28,13
154,131
9,232
101,82
82,45
123,163
229,32
223,255
121,170
167,179
117,172
1,201
14,147
116,54
176,45
104,85
160,187
233,148
223,71
168,110
81,55
66,153
30,35
197,128
89,228
113,243
224,237
187,29
131,223
152,183
104,87
247,124
173,10
143,221
80,21
220,245
76,142
100,191
5,95
63,135
230,84
214,158
73,114
235,82
151,139
218,29
176,15
30,29
141,37
22,196
36,250
9,209
139,89
105,127
97,125
84,252
106,35
96,28
121,227
152,79
194,209
81,253
228,32
134,50
6,179
34,160
56,233
86,193
215,64
249,36
13,199
43,120
151,214
56,231
203,252
191,165
217,57
19,200
81,109
225,90
229,17
19,172
113,37
245,238
56,105
150,253
112,208
114,124
2,50
77,38
139,65
166,190
189,24
109,237
230,196
61,70
191,201
186,109
175,7
19,100
0,175
136,0
134,86
41,153
130,73
224,6
197,33
177,200
25,151
65,134
220,153
149,186
238,157
29,169
206,53
241,152
255,227
90,61
177,47
148,116
157,248
210,51
49,8
131,192
237,235
212,33
13,0
118,213
104,208
161,193
152,159
89,109
91,65
240,112
57,47
204,41
103,218
106,176
236,63
163,12
2,188
46,167
191,34
103,255
244,11
78,157
86,110
211,75
219,112
81,130
103,125
88,34
168,152
175,101
62,239
153,22
32,179
88,254
59,38
240,160
92,246
45,38
79,201
231,154
73,25
133,89
131,66
192,197
40,217
170,59
113,64
238,69
14,119
89,16
201,53
153,32
102,56
69,66
205,217
30,194
107,227
149,223
213,165
141,124
174,70
97,24
204,89
41,0
150,177
57,195
176,119
235,231
219,121
159,218
22,197
255,43
9,119
136,250
164,207
70,174
4,135
222,230
150,99
210,177
126,9
58,19
109,93
130,99
65,215
115,182
19,62
237,124
102,148
58,232
115,194
240,67
41,139
24,133
114,191
143,38
184,177
173,50
168,234
37,156
53,31
44,212
224,97
222,155
55,148
221,23
156,34
59,34
72,241
154,232
144,146
145,177
102,187
82,251
34,247
138,204
131,156
137,70
240,253
163,124
4,226
214,132
74,53
173,206
69,254
99,179
180,146
76,81
19,6
113,151
101,234
122,156
49,52
210,53
203,123
5,198
212,102
109,88
4,99
13,236
39,156
189,15
102,39
136,175
200,124
249,45
189,179
73,209
78,200
247,65
204,34
176,8
233,187
83,20
37,39
247,178
238,36
47,185
12,115
141,4
60,230
100,38
27,187
210,90
70,40
254,185
192,55
159,176
148,212
190,176
187,36
188,39
63,25
150,176
161,68
104,134
121,234
48,63
92,89
213,183
2,124
104,74
168,174
169,70
180,204
205,159
152,142
126,229
248,23
36,116
15,202
99,235
79,96
228,223
71,55
89,208
202,237
187,91
78,46
214,178
146,202
8,74
132,11
70,211
97,69
95,109
30,174
133,25
7,112
9,109
166,253
102,141
230,163
129,86
120,96
47,220
118,247
70,67
194,204
209,3
149,152
214,249
232,68
38,83
63,83
4,214
157,197
65,162
239,235
187,172
167,123
36,111
168,224
5,223
98,211
2,159
62,47
95,115
60,1
195,248
218,223
60,147
57,124
132,167
123,121
131,11
111,125
20,187
112,135
12,205
138,131
121,167
223,28
39,112
73,210
105,196
65,76
21,172
0,239
209,205
227,175
141,223
20,37
81,97
103,226
57,139
130,4
190,133
65,7
54,214
89,221
158,31
59,64
152,9
59,71
176,124
241,55
227,18
223,156
98,203
85,153
147,2
146,125
89,159
44,150
149,143
178,74
237,113
143,99
204,146
49,171
169,28
107,185
141,138
24,10
207,95
2,84
34,24
2,22
211,95
104,116
75,129
156,66
219,34
6,95
185,48
44,68
69,21
26,220
145,49
7,151
33,135
53,186
239,182
25,249
178,44
188,71
96,150
97,237
242,154
104,217
103,201
114,57
11,207
198,73
249,237
244,105
223,170
184,115
1,197
32,75
129,109
241,184
221,180
72,114
185,66
125,124
223,70
76,179
132,179
55,168
205,168
38,171
145,47
81,40
97,43
95,55
197,140
207,110
201,197
152,249
184,128
12,237
40,144
2,218
54,39
52,160
19,73
230,131
192,128
201,129
21,210
30,226
8,240
30,18
44,176
154,172
120,189
223,215
74,141
220,213
171,148
135,217
213,184
124,25
243,4
231,37
39,160
165,119
209,1
166,75
15,93
128,98
188,224
78,39
34,205
107,99
246,252
26,221
48,150
178,35
117,189
158,127
59,28
169,39
47,194
121,180
211,48
88,213
108,176
59,69
27,233
252,250
74,177
235,160
73,34
133,69
57,240
131,86
42,249
23,202
128,30
114,157
155,82
137,128
183,240
25,207
16,82
232,195
74,159
79,233
17,228
245,210
253,103
221,12
184,56
163,82
98,8
2,0
52,62
154,202
100,72
240,172
73,47
183,36
192,111
78,160
206,5
137,50
135,201
180,139
46,254
213,39
157,40
50,197
231,29
19,26
61,95
201,198
14,169
239,135
114,200
240,173
201,172
202,206
159,191
17,186
212,118
54,177
249,37
9,212
252,23
125,218
8,222
171,4
167,232
26,83
42,83
62,248
74,2
62,12
15,241
251,129
241,197
77,89
62,168
143,21
187,83
95,113
142,108
159,78
91,19
191,240
174,184
63,105
153,47
111,85
158,6
122,200
206,22
162,133
51,88
205,113
108,250
65,71
151,178
172,140
116,83
103,198
198,158
251,233
253,90
229,18
19,167
150,119
180,143
190,158
161,222
86,51
171,196
235,88
218,166
56,207
153,61
60,173
123,94
192,172
38,169
55,123
88,119
233,88
40,13
80,225
143,22
194,39
38,80
81,5
49,133
240,176
221,189
215,142
198,178
40,76
188,132
210,43
199,174
181,154
104,57
8,10
34,47
248,254
57,83
146,97
186,15
227,29
187,174
94,233
228,203
126,98
47,9
172,94
235,5
98,125
7,137
145,1
141,3
64,223
109,53
118,21
124,45
91,63
188,120
154,101
222,147
9,24
5,162
140,189
205,100
55,40
140,103
178,109
216,120
226,242
73,94
197,201
127,200
158,61
103,131
83,171
187,240
19,148
200,182
59,239
116,180
123,196
127,58
53,246
9,120
37,97
85,54
71,36
204,198
245,64
69,55
80,99
131,204
226,254
255,172
130,157
232,219
119,120
224,69
42,234
83,81
25,38
196,207
106,17
168,112
220,253
91,52
63,14
191,127
51,238
39,111
50,195
115,109
209,94
124,2
66,181
178,236
30,148
3,114
97,143
255,244
183,59
58,198
246,158
242,63
235,227
242,12
89,82
182,202
63,128
208,213
90,195
139,90
235,233
205,180
186,42
66,245
91,90
182,194
176,100
195,101
175,243
173,29
101,114
138,184
59,55
166,100
121,251
37,195
8,142
234,61
124,200
184,154
82,195
151,208
117,71
122,25
7,134
30,73
95,10
53,95
78,235
196,90
167,69
202,78
254,233
34,182
175,83
170,12
35,221
165,151
78,50
94,133
124,4
15,57
78,2
0,230
255,4
243,93
236,137
192,35
84,100
61,199
92,178
96,114
86,15
168,192
66,10
184,206
149,214
70,149
58,66
51,118
215,234
251,21
81,175
80,107
146,102
2,23
138,205
34,245
115,195
103,242
90,184
208,31
219,98
139,4
44,177
22,54
93,6
164,44
221,160
194,78
65,86
58,79
65,140
56,189
3,96
171,214
157,36
238,158
213,17
168,46
42,57
241,79
25,190
182,71
153,66
94,243
232,158
173,22
137,215
233,241
142,78
60,20
19,54
90,115
11,75
99,188
63,193
11,232
147,123
248,17
139,126
108,131
15,165
35,21
107,150
127,186
154,244
226,83
196,215
91,199
5,121
112,50
173,42
84,166
51,47
189,61
51,37
62,211
100,244
238,177
64,63
177,188
101,59
185,237
59,194
76,1
215,163
199,114
31,61
227,165
47,76
55,101
252,2
254,144
55,90
27,16
117,169
90,13
140,117
249,97
64,139
103,77
31,76
75,106
169,72
200,226
180,14
255,223
15,65
214,68
102,239
248,156
101,31
30,79
32,169
140,28
179,75
222,195
37,248
4,2
147,115
140,195
138,29
31,148
180,12
79,87
183,92
144,59
90,202
131,235
234,126
123,5
220,41
58,205
179,80
251,35
36,232
182,178
120,34
159,107
51,136
239,50
243,73
232,214
154,209
19,71
175,157
205,3
2,78
1,210
143,252
55,179
165,204
72,197
133,75
211,223
65,59
226,93
10,86
110,93
86,204
58,174
138,0
110,225
190,58
130,163
192,155
94,74
92,87
192,173
219,30
221,57
202,219
75,65
253,161
30,150
211,226
82,88
186,227
105,11
246,108
84,237
159,196
151,135
233,221
169,131
169,203
153,189
20,122
247,157
201,161
242,163
18,242
190,67
57,244
51,210
205,132
219,21
152,174
252,15
202,238
245,58
79,148
166,129
175,24
119,60
50,173
155,98
71,24
150,250
38,195
252,211
181,13
124,117
168,229
30,87
237,151
201,83
71,229
8,86
57,90
13,92
37,219
247,156
181,127
80,255
122,161
218,215
211,51
139,206
17,84
214,28
216,37
44,254
200,217
195,99
93,12
150,232
20,86
173,6
158,138
123,181
84,70
240,155
15,7
25,37
172,199
84,65
39,35
28,152
94,15
229,214
23,200
71,69
69,10
95,161
135,132
115,40
242,137
212,240
16,8
9,125
40,190
41,147
192,170
137,73
97,193
151,95
154,228
6,209
71,15
44,172
20,211
168,33
60,6
71,216
151,185
41,135
211,106
31,194
1,123
88,21
84,227
61,80
38,36
153,34
60,125
253,233
75,96
99,201
187,38
17,251
170,2
192,104
52,51
254,119
242,126
209,35
192,220
157,80
196,112
71,95
172,187
155,0
54,19
235,71
246,81
249,3
84,203
24,75
212,130
141,89
154,156
59,156
45,20
128,8
123,176
90,177
29,51
206,152
221,212
138,196
117,240
201,149
154,252
119,86
57,189
149,17
1,187
224,167
33,243
173,31
83,204
24,63
25,76
93,89
70,140
134,104
193,105
71,92
134,125
38,177
237,78
222,70
47,196
6,109
38,225
238,62
84,172
202,50
39,110
18,237
123,33
40,90
97,38
60,253
31,54
109,133
120,155
48,161
45,160
246,21
195,70
9,13
135,56
183,177
208,1
179,249
132,125
184,195
221,141
111,35
109,15
147,250
96,14
83,202
2,53
248,200
129,138
199,51
243,89
41,229
154,109
9,40
103,134
126,202
190,8
170,116
121,241
226,55
47,13
14,104
182,109
83,174
230,21
240,89
160,245
102,245
15,27
220,31
46,38
193,152
139,254
179,152
74,194
160,101
108,2
43,35
82,47
81,238
124,79
76,38
151,245
183,10
183,113
244,137
225,68
203,84
204,215
83,56
232,108
22,171
160,84
112,165
220,98
56,177
203,161
162,67
223,66
100,76
25,216
24,12
134,200
226,39
10,250
82,252
92,213
140,50
82,107
166,147
95,240
81,30
90,113
188,87
128,194
181,226
189,185
18,80
39,153
79,57
203,209
120,139
173,231
73,33
10,175
224,192
228,94
177,40
96,11
131,95
242,245
43,122
168,254
154,195
141,142
227,136
151,161
81,136
4,90
105,186
57,152
88,47
87,7
239,0
98,172
236,133
163,190
123,199
74,184
252,56
88,172
7,162
188,218
173,94
188,129
1,198
216,236
105,242
204,141
78,48
135,64
202,55
62,243
105,117
123,152
162,142
32,28
1,243
169,153
134,182
177,204
72,157
183,201
93,117
35,237
254,168
132,21
231,18
